/Graph
Time (s),Data (Meters),Data0 (Meters),Data1 (Meters)
0.025,+3.278e-07,+1.000e+00,-2.000e+00
0.050,+3.278e-07,+1.000e+00,-2.000e+00
0.075,+3.278e-07,+1.000e+00,-2.000e+00
0.100,+3.278e-07,+1.000e+00,-2.000e+00
0.125,+3.278e-07,+1.000e+00,-2.000e+00
0.150,+3.278e-07,+1.000e+00,-2.000e+00
0.175,+3.278e-07,+1.000e+00,-2.000e+00
0.200,+3.278e-07,+1.000e+00,-2.000e+00
0.225,+3.278e-07,+1.000e+00,-2.000e+00
0.250,+3.278e-07,+1.000e+00,-2.000e+00
0.275,+3.278e-07,+1.000e+00,-2.000e+00
0.300,+3.278e-07,+1.000e+00,-2.000e+00
0.325,+3.278e-07,+1.000e+00,-2.000e+00
0.350,+3.278e-07,+1.000e+00,-2.000e+00
0.375,+3.278e-07,+1.000e+00,-2.000e+00
0.400,+3.278e-07,+1.000e+00,-2.000e+00
0.425,+3.278e-07,+1.000e+00,-2.000e+00
0.450,+3.278e-07,+1.000e+00,-2.000e+00
0.475,+3.278e-07,+1.000e+00,-2.000e+00
0.500,+3.278e-07,+1.000e+00,-2.000e+00
0.525,+3.278e-07,+1.000e+00,-2.000e+00
0.550,+3.278e-07,+1.000e+00,-2.000e+00
0.575,+3.278e-07,+1.000e+00,-2.000e+00
0.600,+3.278e-07,+1.000e+00,-2.000e+00
0.625,+3.278e-07,+1.000e+00,-2.000e+00
0.650,+3.278e-07,+1.000e+00,-2.000e+00
0.675,+3.278e-07,+1.000e+00,-2.000e+00
0.700,+3.278e-07,+1.000e+00,-2.000e+00
0.725,+3.278e-07,+1.000e+00,-2.000e+00
0.750,+3.278e-07,+1.000e+00,-2.000e+00
0.775,+3.278e-07,+1.000e+00,-2.000e+00
0.800,+3.278e-07,+1.000e+00,-2.000e+00
0.825,+3.278e-07,+1.000e+00,-2.000e+00
0.850,+3.278e-07,+1.000e+00,-2.000e+00
0.875,+3.278e-07,+1.000e+00,-2.000e+00
0.900,+3.278e-07,+1.000e+00,-2.000e+00
0.925,+3.278e-07,+1.000e+00,-2.000e+00
0.950,+3.278e-07,+1.000e+00,-2.000e+00
0.975,+3.278e-07,+1.000e+00,-2.000e+00
1.000,+3.278e-07,+1.000e+00,-2.000e+00
1.025,+3.278e-07,+1.000e+00,-2.000e+00
1.050,+3.278e-07,+1.000e+00,-2.000e+00
1.075,+3.278e-07,+1.000e+00,-2.000e+00
1.100,+3.278e-07,+1.000e+00,-2.000e+00
1.125,+3.278e-07,+1.000e+00,-2.000e+00
1.150,+3.278e-07,+1.000e+00,-2.000e+00
1.175,+3.278e-07,+1.000e+00,-2.000e+00
1.200,+3.278e-07,+1.000e+00,-2.000e+00
1.225,+3.278e-07,+1.000e+00,-2.000e+00
1.250,+3.278e-07,+1.000e+00,-2.000e+00
1.275,+3.278e-07,+1.000e+00,-2.000e+00
1.300,+3.278e-07,+1.000e+00,-2.000e+00
1.325,+3.278e-07,+1.000e+00,-2.000e+00
1.350,+3.278e-07,+1.000e+00,-2.000e+00
1.375,+3.278e-07,+1.000e+00,-2.000e+00
1.400,+3.278e-07,+1.000e+00,-2.000e+00
1.425,+3.278e-07,+1.000e+00,-2.000e+00
1.450,+3.278e-07,+1.000e+00,-2.000e+00
1.475,+3.278e-07,+1.000e+00,-2.000e+00
1.500,+3.278e-07,+1.000e+00,-2.000e+00
1.525,+3.278e-07,+1.000e+00,-2.000e+00
1.550,+3.278e-07,+1.000e+00,-2.000e+00
1.575,+3.278e-07,+1.000e+00,-2.000e+00
1.600,+3.278e-07,+1.000e+00,-2.000e+00
1.625,+3.278e-07,+1.000e+00,-2.000e+00
1.650,+3.278e-07,+1.000e+00,-2.000e+00
1.675,+3.278e-07,+1.000e+00,-2.000e+00
1.700,+3.278e-07,+1.000e+00,-2.000e+00
1.725,+3.278e-07,+1.000e+00,-2.000e+00
1.750,+3.278e-07,+1.000e+00,-2.000e+00
1.775,+3.278e-07,+1.000e+00,-2.000e+00
1.800,+3.278e-07,+1.000e+00,-2.000e+00
1.825,+3.278e-07,+1.000e+00,-2.000e+00
1.850,+3.278e-07,+1.000e+00,-2.000e+00
1.875,+3.278e-07,+1.000e+00,-2.000e+00
1.900,+3.278e-07,+1.000e+00,-2.000e+00
1.925,+3.278e-07,+1.000e+00,-2.000e+00
1.950,+3.278e-07,+1.000e+00,-2.000e+00
1.975,+3.278e-07,+1.000e+00,-2.000e+00
2.000,+3.278e-07,+1.000e+00,-2.000e+00
2.025,+3.278e-07,+1.000e+00,-2.000e+00
2.050,+3.278e-07,+1.000e+00,-2.000e+00
2.075,+3.278e-07,+1.000e+00,-2.000e+00
2.100,+3.278e-07,+1.000e+00,-2.000e+00
2.125,+3.278e-07,+1.000e+00,-2.000e+00
2.150,+3.278e-07,+1.000e+00,-2.000e+00
2.175,+3.278e-07,+1.000e+00,-2.000e+00
2.200,+3.278e-07,+1.000e+00,-2.000e+00
2.225,+3.278e-07,+1.000e+00,-2.000e+00
2.250,+3.278e-07,+1.000e+00,-2.000e+00
2.275,+3.278e-07,+1.000e+00,-2.000e+00
2.300,+3.278e-07,+1.000e+00,-2.000e+00
2.325,+3.278e-07,+1.000e+00,-2.000e+00
2.350,+3.278e-07,+1.000e+00,-2.000e+00
2.375,+3.278e-07,+1.000e+00,-2.000e+00
2.400,+3.278e-07,+1.000e+00,-2.000e+00
2.425,+3.278e-07,+1.000e+00,-2.000e+00
2.450,+3.278e-07,+1.000e+00,-2.000e+00
2.475,+3.278e-07,+1.000e+00,-2.000e+00
2.500,+3.278e-07,+1.000e+00,-2.000e+00
2.525,+3.278e-07,+1.000e+00,-2.000e+00
2.550,+3.278e-07,+1.000e+00,-2.000e+00
2.575,+3.278e-07,+1.000e+00,-2.000e+00
2.600,+3.278e-07,+1.000e+00,-2.000e+00
2.625,+3.278e-07,+1.000e+00,-2.000e+00
2.650,+3.278e-07,+1.000e+00,-2.000e+00
2.675,+3.278e-07,+1.000e+00,-2.000e+00
2.700,+3.278e-07,+1.000e+00,-2.000e+00
2.725,+3.278e-07,+1.000e+00,-2.000e+00
2.750,+3.278e-07,+1.000e+00,-2.000e+00
2.775,+3.278e-07,+1.000e+00,-2.000e+00
2.800,+3.278e-07,+1.000e+00,-2.000e+00
2.825,+3.278e-07,+1.000e+00,-2.000e+00
2.850,+3.278e-07,+1.000e+00,-2.000e+00
2.875,+3.278e-07,+1.000e+00,-2.000e+00
2.900,+3.278e-07,+1.000e+00,-2.000e+00
2.925,+3.278e-07,+1.000e+00,-2.000e+00
2.950,+3.278e-07,+1.000e+00,-2.000e+00
2.975,+3.278e-07,+1.000e+00,-2.000e+00
3.000,+3.278e-07,+1.000e+00,-2.000e+00
3.025,+3.278e-07,+1.000e+00,-2.000e+00
3.050,+3.278e-07,+1.000e+00,-2.000e+00
3.075,+3.278e-07,+1.000e+00,-2.000e+00
3.100,+3.278e-07,+1.000e+00,-2.000e+00
3.125,+3.278e-07,+1.000e+00,-2.000e+00
3.150,+3.278e-07,+1.000e+00,-2.000e+00
3.175,+3.278e-07,+1.000e+00,-2.000e+00
3.200,+3.278e-07,+1.000e+00,-2.000e+00
3.225,+3.278e-07,+1.000e+00,-2.000e+00
3.250,+3.278e-07,+1.000e+00,-2.000e+00
3.275,+3.278e-07,+1.000e+00,-2.000e+00
3.300,+3.278e-07,+1.000e+00,-2.000e+00
3.325,+3.278e-07,+1.000e+00,-2.000e+00
3.350,+3.278e-07,+1.000e+00,-2.000e+00
3.375,+3.278e-07,+1.000e+00,-2.000e+00
3.400,+3.278e-07,+1.000e+00,-2.000e+00
3.425,+3.278e-07,+1.000e+00,-2.000e+00
3.450,+3.278e-07,+1.000e+00,-2.000e+00
3.475,+3.278e-07,+1.000e+00,-2.000e+00
3.500,+3.278e-07,+1.000e+00,-2.000e+00
3.525,+3.278e-07,+1.000e+00,-2.000e+00
3.550,+3.278e-07,+1.000e+00,-2.000e+00
3.575,+3.278e-07,+1.000e+00,-2.000e+00
3.600,+3.278e-07,+1.000e+00,-2.000e+00
3.625,+3.278e-07,+1.000e+00,-2.000e+00
3.650,+3.278e-07,+1.000e+00,-2.000e+00
3.675,+3.278e-07,+1.000e+00,-2.000e+00
3.700,+3.278e-07,+1.000e+00,-2.000e+00
3.725,+3.278e-07,+1.000e+00,-2.000e+00
3.750,+3.278e-07,+1.000e+00,-2.000e+00
3.775,+3.278e-07,+1.000e+00,-2.000e+00
3.800,+3.278e-07,+1.000e+00,-2.000e+00
3.825,+3.278e-07,+1.000e+00,-2.000e+00
3.850,+3.278e-07,+1.000e+00,-2.000e+00
3.875,+3.278e-07,+1.000e+00,-2.000e+00
3.900,+3.278e-07,+1.000e+00,-2.000e+00
3.925,+3.278e-07,+1.000e+00,-2.000e+00
3.950,+3.278e-07,+1.000e+00,-2.000e+00
3.975,+3.278e-07,+1.000e+00,-2.000e+00
4.000,+3.278e-07,+1.000e+00,-2.000e+00
4.025,+3.278e-07,+1.000e+00,-2.000e+00
4.050,+3.278e-07,+1.000e+00,-2.000e+00
4.075,+3.278e-07,+1.000e+00,-2.000e+00
4.100,+3.278e-07,+1.000e+00,-2.000e+00
4.125,+3.278e-07,+1.000e+00,-2.000e+00
4.150,+3.278e-07,+1.000e+00,-2.000e+00
4.175,+3.278e-07,+1.000e+00,-2.000e+00
4.200,+3.278e-07,+1.000e+00,-2.000e+00
4.225,+3.278e-07,+1.000e+00,-2.000e+00
4.250,+3.278e-07,+1.000e+00,-2.000e+00
4.275,+3.278e-07,+1.000e+00,-2.000e+00
4.300,+3.278e-07,+1.000e+00,-2.000e+00
4.325,+3.278e-07,+1.000e+00,-2.000e+00
4.350,+3.278e-07,+1.000e+00,-2.000e+00
4.375,+3.278e-07,+1.000e+00,-2.000e+00
4.400,+3.278e-07,+1.000e+00,-2.000e+00
4.425,+3.278e-07,+1.000e+00,-2.000e+00
4.450,+3.278e-07,+1.000e+00,-2.000e+00
4.475,+3.278e-07,+1.000e+00,-2.000e+00
4.500,+3.278e-07,+1.000e+00,-2.000e+00
4.525,+3.278e-07,+1.000e+00,-2.000e+00
4.550,+3.278e-07,+1.000e+00,-2.000e+00
4.575,+3.278e-07,+1.000e+00,-2.000e+00
4.600,+3.278e-07,+1.000e+00,-2.000e+00
4.625,+3.278e-07,+1.000e+00,-2.000e+00
4.650,+3.278e-07,+1.000e+00,-2.000e+00
4.675,+3.278e-07,+1.000e+00,-2.000e+00
4.700,+3.278e-07,+1.000e+00,-2.000e+00
4.725,+3.278e-07,+1.000e+00,-2.000e+00
4.750,+3.278e-07,+1.000e+00,-2.000e+00
4.775,+3.278e-07,+1.000e+00,-2.000e+00
4.800,+3.278e-07,+1.000e+00,-2.000e+00
4.825,+3.278e-07,+1.000e+00,-2.000e+00
4.850,+3.278e-07,+1.000e+00,-2.000e+00
4.875,+3.278e-07,+1.000e+00,-2.000e+00
4.900,+3.278e-07,+1.000e+00,-2.000e+00
4.925,+3.278e-07,+1.000e+00,-2.000e+00
4.950,+3.278e-07,+1.000e+00,-2.000e+00
4.975,+3.278e-07,+1.000e+00,-2.000e+00
5.000,+3.278e-07,+1.000e+00,-2.000e+00
5.025,+3.278e-07,+1.000e+00,-2.000e+00
5.050,+3.278e-07,+1.000e+00,-2.000e+00
5.075,+3.278e-07,+1.000e+00,-2.000e+00
5.100,+3.278e-07,+1.000e+00,-2.000e+00
5.125,+3.278e-07,+1.000e+00,-2.000e+00
5.150,+3.278e-07,+1.000e+00,-2.000e+00
5.175,+3.278e-07,+1.000e+00,-2.000e+00
5.200,+3.278e-07,+1.000e+00,-2.000e+00
5.225,+3.278e-07,+1.000e+00,-2.000e+00
5.250,+3.278e-07,+1.000e+00,-2.000e+00
5.275,+3.278e-07,+1.000e+00,-2.000e+00
5.300,+3.278e-07,+1.000e+00,-2.000e+00
5.325,+3.278e-07,+1.000e+00,-2.000e+00
5.350,+3.278e-07,+1.000e+00,-2.000e+00
5.375,+3.278e-07,+1.000e+00,-2.000e+00
5.400,+3.278e-07,+1.000e+00,-2.000e+00
5.425,+3.278e-07,+1.000e+00,-2.000e+00
5.450,+3.278e-07,+1.000e+00,-2.000e+00
5.475,+3.278e-07,+1.000e+00,-2.000e+00
5.500,+3.278e-07,+1.000e+00,-2.000e+00
5.525,+3.278e-07,+1.000e+00,-2.000e+00
5.550,+3.278e-07,+1.000e+00,-2.000e+00
5.575,+3.278e-07,+1.000e+00,-2.000e+00
5.600,+3.278e-07,+1.000e+00,-2.000e+00
5.625,+3.278e-07,+1.000e+00,-2.000e+00
5.650,+3.278e-07,+1.000e+00,-2.000e+00
5.675,+3.278e-07,+1.000e+00,-2.000e+00
5.700,+3.278e-07,+1.000e+00,-2.000e+00
5.725,+3.278e-07,+1.000e+00,-2.000e+00
5.750,+3.278e-07,+1.000e+00,-2.000e+00
5.775,+3.278e-07,+1.000e+00,-2.000e+00
5.800,+3.278e-07,+1.000e+00,-2.000e+00
5.825,+3.278e-07,+1.000e+00,-2.000e+00
5.850,+3.278e-07,+1.000e+00,-2.000e+00
5.875,+3.278e-07,+1.000e+00,-2.000e+00
5.900,+3.278e-07,+1.000e+00,-2.000e+00
5.925,+3.278e-07,+1.000e+00,-2.000e+00
5.950,+3.278e-07,+1.000e+00,-2.000e+00
5.975,+3.278e-07,+1.000e+00,-2.000e+00
6.000,+3.278e-07,+1.000e+00,-2.000e+00
6.025,+3.278e-07,+1.000e+00,-2.000e+00
6.050,+3.278e-07,+1.000e+00,-2.000e+00
6.075,+3.278e-07,+1.000e+00,-2.000e+00
6.100,+3.278e-07,+1.000e+00,-2.000e+00
6.125,+3.278e-07,+1.000e+00,-2.000e+00
6.150,+3.278e-07,+1.000e+00,-2.000e+00
6.175,+3.278e-07,+1.000e+00,-2.000e+00
6.200,+3.278e-07,+1.000e+00,-2.000e+00
6.225,+3.278e-07,+1.000e+00,-2.000e+00
6.250,+3.278e-07,+1.000e+00,-2.000e+00
6.275,+3.278e-07,+1.000e+00,-2.000e+00
6.300,+3.278e-07,+1.000e+00,-2.000e+00
6.325,+3.278e-07,+1.000e+00,-2.000e+00
6.350,+3.278e-07,+1.000e+00,-2.000e+00
6.375,+3.278e-07,+1.000e+00,-2.000e+00
6.400,+3.278e-07,+1.000e+00,-2.000e+00
6.425,+3.278e-07,+1.000e+00,-2.000e+00
6.450,+3.278e-07,+1.000e+00,-2.000e+00
6.475,+3.278e-07,+1.000e+00,-2.000e+00
6.500,+3.278e-07,+1.000e+00,-2.000e+00
6.525,+3.278e-07,+1.000e+00,-2.000e+00
6.550,+3.278e-07,+1.000e+00,-2.000e+00
6.575,+3.278e-07,+1.000e+00,-2.000e+00
6.600,+3.278e-07,+1.000e+00,-2.000e+00
6.625,+3.278e-07,+1.000e+00,-2.000e+00
6.650,+3.278e-07,+1.000e+00,-2.000e+00
6.675,+3.278e-07,+1.000e+00,-2.000e+00
6.700,+3.278e-07,+1.000e+00,-2.000e+00
6.725,+3.278e-07,+1.000e+00,-2.000e+00
6.750,+3.278e-07,+1.000e+00,-2.000e+00
6.775,+3.278e-07,+1.000e+00,-2.000e+00
6.800,+3.278e-07,+1.000e+00,-2.000e+00
6.825,+3.278e-07,+1.000e+00,-2.000e+00
6.850,+3.278e-07,+1.000e+00,-2.000e+00
6.875,+3.278e-07,+1.000e+00,-2.000e+00
6.900,+3.278e-07,+1.000e+00,-2.000e+00
6.925,+3.278e-07,+1.000e+00,-2.000e+00
6.950,+3.278e-07,+1.000e+00,-2.000e+00
6.975,+3.278e-07,+1.000e+00,-2.000e+00
7.000,+3.278e-07,+1.000e+00,-2.000e+00
7.025,+3.278e-07,+1.000e+00,-2.000e+00
7.050,+3.278e-07,+1.000e+00,-2.000e+00
7.075,+3.278e-07,+1.000e+00,-2.000e+00
7.100,+3.278e-07,+1.000e+00,-2.000e+00
7.125,+3.278e-07,+1.000e+00,-2.000e+00
7.150,+3.278e-07,+1.000e+00,-2.000e+00
7.175,+3.278e-07,+1.000e+00,-2.000e+00
7.200,+3.278e-07,+1.000e+00,-2.000e+00
7.225,+3.278e-07,+1.000e+00,-2.000e+00
7.250,+3.278e-07,+1.000e+00,-2.000e+00
7.275,+3.278e-07,+1.000e+00,-2.000e+00
7.300,+3.278e-07,+1.000e+00,-2.000e+00
7.325,+3.278e-07,+1.000e+00,-2.000e+00
7.350,+3.278e-07,+1.000e+00,-2.000e+00
7.375,+3.278e-07,+1.000e+00,-2.000e+00
7.400,+3.278e-07,+1.000e+00,-2.000e+00
7.425,+3.278e-07,+1.000e+00,-2.000e+00
7.450,+3.278e-07,+1.000e+00,-2.000e+00
7.475,+3.278e-07,+1.000e+00,-2.000e+00
7.500,+3.278e-07,+1.000e+00,-2.000e+00
7.525,+3.278e-07,+1.000e+00,-2.000e+00
7.550,+3.278e-07,+1.000e+00,-2.000e+00
7.575,+3.278e-07,+1.000e+00,-2.000e+00
7.600,+3.278e-07,+1.000e+00,-2.000e+00
7.625,+3.278e-07,+1.000e+00,-2.000e+00
7.650,+3.278e-07,+1.000e+00,-2.000e+00
7.675,+3.278e-07,+1.000e+00,-2.000e+00
7.700,+3.278e-07,+1.000e+00,-2.000e+00
7.725,+3.278e-07,+1.000e+00,-2.000e+00
7.750,+3.278e-07,+1.000e+00,-2.000e+00
7.775,+3.278e-07,+1.000e+00,-2.000e+00
7.800,+3.278e-07,+1.000e+00,-2.000e+00
7.825,+3.278e-07,+1.000e+00,-2.000e+00
7.850,+3.278e-07,+1.000e+00,-2.000e+00
7.875,+3.278e-07,+1.000e+00,-2.000e+00
7.900,+3.278e-07,+1.000e+00,-2.000e+00
7.925,+3.278e-07,+1.000e+00,-2.000e+00
7.950,+3.278e-07,+1.000e+00,-2.000e+00
7.975,+3.278e-07,+1.000e+00,-2.000e+00
8.000,+3.278e-07,+1.000e+00,-2.000e+00
8.025,+3.278e-07,+1.000e+00,-2.000e+00
8.049999,+3.278e-07,+1.000e+00,-2.000e+00
8.075,+3.278e-07,+1.000e+00,-2.000e+00
8.099999,+3.278e-07,+1.000e+00,-2.000e+00
8.125,+3.278e-07,+1.000e+00,-2.000e+00
8.150,+3.278e-07,+1.000e+00,-2.000e+00
8.174999,+3.278e-07,+1.000e+00,-2.000e+00
8.200,+3.278e-07,+1.000e+00,-2.000e+00
8.224999,+3.278e-07,+1.000e+00,-2.000e+00
8.250,+3.278e-07,+1.000e+00,-2.000e+00
8.275,+3.278e-07,+1.000e+00,-2.000e+00
8.299999,+3.278e-07,+1.000e+00,-2.000e+00
8.325,+3.278e-07,+1.000e+00,-2.000e+00
8.349999,+3.278e-07,+1.000e+00,-2.000e+00
8.375,+3.278e-07,+1.000e+00,-2.000e+00
8.400,+3.278e-07,+1.000e+00,-2.000e+00
8.424999,+3.278e-07,+1.000e+00,-2.000e+00
8.450,+3.278e-07,+1.000e+00,-2.000e+00
8.474999,+3.278e-07,+1.000e+00,-2.000e+00
8.500,+3.278e-07,+1.000e+00,-2.000e+00
8.525,+3.278e-07,+1.000e+00,-2.000e+00
8.549999,+3.278e-07,+1.000e+00,-2.000e+00
8.575,+3.278e-07,+1.000e+00,-2.000e+00
8.599999,+3.278e-07,+1.000e+00,-2.000e+00
8.625,+3.278e-07,+1.000e+00,-2.000e+00
8.650,+3.278e-07,+1.000e+00,-2.000e+00
8.674999,+3.278e-07,+1.000e+00,-2.000e+00
8.700,+3.278e-07,+1.000e+00,-2.000e+00
8.724999,+3.278e-07,+1.000e+00,-2.000e+00
8.750,+3.278e-07,+1.000e+00,-2.000e+00
8.775,+3.278e-07,+1.000e+00,-2.000e+00
8.799999,+3.278e-07,+1.000e+00,-2.000e+00
8.825,+3.278e-07,+1.000e+00,-2.000e+00
8.849999,+3.278e-07,+1.000e+00,-2.000e+00
8.875,+3.278e-07,+1.000e+00,-2.000e+00
8.900,+3.278e-07,+1.000e+00,-2.000e+00
8.924999,+3.278e-07,+1.000e+00,-2.000e+00
8.950,+3.278e-07,+1.000e+00,-2.000e+00
8.974999,+3.278e-07,+1.000e+00,-2.000e+00
9.000,+3.278e-07,+1.000e+00,-2.000e+00
9.025,+3.278e-07,+1.000e+00,-2.000e+00
9.049999,+3.278e-07,+1.000e+00,-2.000e+00
9.075,+3.278e-07,+1.000e+00,-2.000e+00
9.099999,+3.278e-07,+1.000e+00,-2.000e+00
9.125,+3.278e-07,+1.000e+00,-2.000e+00
9.150,+3.278e-07,+1.000e+00,-2.000e+00
9.174999,+3.278e-07,+1.000e+00,-2.000e+00
9.200,+3.278e-07,+1.000e+00,-2.000e+00
9.224999,+3.278e-07,+1.000e+00,-2.000e+00
9.250,+3.278e-07,+1.000e+00,-2.000e+00
9.275,+3.278e-07,+1.000e+00,-2.000e+00
9.299999,+3.278e-07,+1.000e+00,-2.000e+00
9.325,+3.278e-07,+1.000e+00,-2.000e+00
9.349999,+3.278e-07,+1.000e+00,-2.000e+00
9.375,+3.278e-07,+1.000e+00,-2.000e+00
9.400,+3.278e-07,+1.000e+00,-2.000e+00
9.424999,+3.278e-07,+1.000e+00,-2.000e+00
9.450,+3.278e-07,+1.000e+00,-2.000e+00
9.474999,+3.278e-07,+1.000e+00,-2.000e+00
9.500,+3.278e-07,+1.000e+00,-2.000e+00
9.525,+3.278e-07,+1.000e+00,-2.000e+00
9.549999,+3.278e-07,+1.000e+00,-2.000e+00
9.575,+3.278e-07,+1.000e+00,-2.000e+00
9.599999,+3.278e-07,+1.000e+00,-2.000e+00
9.625,+3.278e-07,+1.000e+00,-2.000e+00
9.650,+3.278e-07,+1.000e+00,-2.000e+00
9.674999,+3.278e-07,+1.000e+00,-2.000e+00
9.700,+3.278e-07,+1.000e+00,-2.000e+00
9.724999,+3.278e-07,+1.000e+00,-2.000e+00
9.750,+3.278e-07,+1.000e+00,-2.000e+00
9.775,+3.278e-07,+1.000e+00,-2.000e+00
9.799999,+3.278e-07,+1.000e+00,-2.000e+00
9.825,+3.278e-07,+1.000e+00,-2.000e+00
9.849999,+3.278e-07,+1.000e+00,-2.000e+00
9.875,+3.278e-07,+1.000e+00,-2.000e+00
9.900,+3.278e-07,+1.000e+00,-2.000e+00
9.924999,+3.278e-07,+1.000e+00,-2.000e+00
9.950,+3.278e-07,+1.000e+00,-2.000e+00
9.974999,+3.278e-07,+1.000e+00,-2.000e+00
10.000,+3.278e-07,+1.000e+00,-2.000e+00
10.025,+3.278e-07,+1.000e+00,-2.000e+00
10.049999,+3.278e-07,+1.000e+00,-2.000e+00
10.075,+3.278e-07,+1.000e+00,-2.000e+00
10.099999,+3.278e-07,+1.000e+00,-2.000e+00
10.125,+3.278e-07,+1.000e+00,-2.000e+00
10.150,+3.278e-07,+1.000e+00,-2.000e+00
10.174999,+3.278e-07,+1.000e+00,-2.000e+00
10.200,+3.278e-07,+1.000e+00,-2.000e+00
10.224999,+3.278e-07,+1.000e+00,-2.000e+00
10.250,+3.278e-07,+1.000e+00,-2.000e+00
10.275,+3.278e-07,+1.000e+00,-2.000e+00
10.299999,+3.278e-07,+1.000e+00,-2.000e+00
10.325,+3.278e-07,+1.000e+00,-2.000e+00
10.349999,+3.278e-07,+1.000e+00,-2.000e+00
10.375,+3.278e-07,+1.000e+00,-2.000e+00
10.400,+3.278e-07,+1.000e+00,-2.000e+00
10.424999,+3.278e-07,+1.000e+00,-2.000e+00
10.450,+3.278e-07,+1.000e+00,-2.000e+00
10.474999,+3.278e-07,+1.000e+00,-2.000e+00
10.500,+3.278e-07,+1.000e+00,-2.000e+00
10.525,+3.278e-07,+1.000e+00,-2.000e+00
10.549999,+3.278e-07,+1.000e+00,-2.000e+00
10.575,+3.278e-07,+1.000e+00,-2.000e+00
10.599999,+3.278e-07,+1.000e+00,-2.000e+00
10.625,+3.278e-07,+1.000e+00,-2.000e+00
10.650,+3.278e-07,+1.000e+00,-2.000e+00
10.674999,+3.278e-07,+1.000e+00,-2.000e+00
10.700,+3.278e-07,+1.000e+00,-2.000e+00
10.724999,+3.278e-07,+1.000e+00,-2.000e+00
10.750,+3.278e-07,+1.000e+00,-2.000e+00
10.775,+3.278e-07,+1.000e+00,-2.000e+00
10.799999,+3.278e-07,+1.000e+00,-2.000e+00
10.825,+3.278e-07,+1.000e+00,-2.000e+00
10.849999,+3.278e-07,+1.000e+00,-2.000e+00
10.875,+3.278e-07,+1.000e+00,-2.000e+00
10.900,+3.278e-07,+1.000e+00,-2.000e+00
10.924999,+3.278e-07,+1.000e+00,-2.000e+00
10.950,+3.278e-07,+1.000e+00,-2.000e+00
10.974999,+3.278e-07,+1.000e+00,-2.000e+00
11.000,+3.278e-07,+1.000e+00,-2.000e+00
11.025,+3.278e-07,+1.000e+00,-2.000e+00
11.049999,+3.278e-07,+1.000e+00,-2.000e+00
11.075,+3.278e-07,+1.000e+00,-2.000e+00
11.099999,+3.278e-07,+1.000e+00,-2.000e+00
11.125,+3.278e-07,+1.000e+00,-2.000e+00
11.150,+3.278e-07,+1.000e+00,-2.000e+00
11.174999,+3.278e-07,+1.000e+00,-2.000e+00
11.200,+3.278e-07,+1.000e+00,-2.000e+00
11.224999,+3.278e-07,+1.000e+00,-2.000e+00
11.250,+3.278e-07,+1.000e+00,-2.000e+00
11.275,+3.278e-07,+1.000e+00,-2.000e+00
11.299999,+3.278e-07,+1.000e+00,-2.000e+00
11.325,+3.278e-07,+1.000e+00,-2.000e+00
11.349999,+3.278e-07,+1.000e+00,-2.000e+00
11.375,+3.278e-07,+1.000e+00,-2.000e+00
11.400,+3.278e-07,+1.000e+00,-2.000e+00
11.424999,+3.278e-07,+1.000e+00,-2.000e+00
11.450,+3.278e-07,+1.000e+00,-2.000e+00
11.474999,+3.278e-07,+1.000e+00,-2.000e+00
11.500,+3.278e-07,+1.000e+00,-2.000e+00
11.525,+3.278e-07,+1.000e+00,-2.000e+00
11.549999,+3.278e-07,+1.000e+00,-2.000e+00
11.575,+3.278e-07,+1.000e+00,-2.000e+00
11.599999,+3.278e-07,+1.000e+00,-2.000e+00
11.625,+3.278e-07,+1.000e+00,-2.000e+00
11.650,+3.278e-07,+1.000e+00,-2.000e+00
11.674999,+3.278e-07,+1.000e+00,-2.000e+00
11.700,+3.278e-07,+1.000e+00,-2.000e+00
11.724999,+3.278e-07,+1.000e+00,-2.000e+00
11.750,+3.278e-07,+1.000e+00,-2.000e+00
11.775,+3.278e-07,+1.000e+00,-2.000e+00
11.799999,+3.278e-07,+1.000e+00,-2.000e+00
11.825,+3.278e-07,+1.000e+00,-2.000e+00
11.849999,+3.278e-07,+1.000e+00,-2.000e+00
11.875,+3.278e-07,+1.000e+00,-2.000e+00
11.900,+3.278e-07,+1.000e+00,-2.000e+00
11.924999,+3.278e-07,+1.000e+00,-2.000e+00
11.950,+3.278e-07,+1.000e+00,-2.000e+00
11.974999,+3.278e-07,+1.000e+00,-2.000e+00
12.000,+3.278e-07,+1.000e+00,-2.000e+00
12.025,+3.278e-07,+1.000e+00,-2.000e+00
12.049999,+3.278e-07,+1.000e+00,-2.000e+00
12.075,+3.278e-07,+1.000e+00,-2.000e+00
12.099999,+3.278e-07,+1.000e+00,-2.000e+00
12.125,+3.278e-07,+1.000e+00,-2.000e+00
12.150,+3.278e-07,+1.000e+00,-2.000e+00
12.174999,+3.278e-07,+1.000e+00,-2.000e+00
12.200,+3.278e-07,+1.000e+00,-2.000e+00
12.224999,+3.278e-07,+1.000e+00,-2.000e+00
12.250,+3.278e-07,+1.000e+00,-2.000e+00
12.275,+3.278e-07,+1.000e+00,-2.000e+00
12.299999,+3.278e-07,+1.000e+00,-2.000e+00
12.325,+3.278e-07,+1.000e+00,-2.000e+00
12.349999,+3.278e-07,+1.000e+00,-2.000e+00
12.375,+3.278e-07,+1.000e+00,-2.000e+00
12.400,+3.278e-07,+1.000e+00,-2.000e+00
